,topic,username,repo_name,repo_desc,stars,repo_url,tags
17,Continuous integration,werf,werf,A solution for implementing efficient and consistent software delivery to Kubernetes facilitating best practices.,3828,https://github.com/werf/werf,"['docker', 'kubernetes', 'golang', 'dockerfile', 'devops', 'continuous-integration', 'continuous-delivery', 'helm', 'docker-image', 'ci-cd', 'iac', 'gitops', 'buildah', 'werf', 'giterminism']"
18,Continuous integration,TheLartians,ModernCppStarter,"🚀 Kick-start your C++! A template for modern C++ projects using CMake, CI, code coverage, clang-format, reproducible dependency management and much more.",3815,https://github.com/TheLartians/ModernCppStarter,"['c', 'bootstrap', 'open-source', 'template', 'coverage', 'cmake', 'dependency-manager', 'cpp', 'continuous-integration', 'ci', 'starter', 'free', 'cmakelists', 'codecov', 'clang-format', 'ccache', 'modern-cmake', 'sanitizers', 'github-workflows', 'modern-cmake-template']"
19,Continuous integration,hygieia,hygieia,CapitalOne DevOps Dashboard,3766,https://github.com/hygieia/hygieia,"['visualization', 'devops', 'dashboard', 'continuous-integration', 'continuous-delivery', 'continuous-deployment', 'hygieia', 'delivery-pipeline']"
0,COVID-19,CSSEGISandData,COVID-19,"Novel Coronavirus (COVID-19) Cases, provided by JHU CSSE",29207,https://github.com/CSSEGISandData/COVID-19,"['engineering', 'johns-hopkins-university', 'jhu', 'csse', '2019-ncov', 'coronavirus', 'covid-19', 'systems-science']"
1,COVID-19,nytimes,covid-19-data,A repository of data on coronavirus cases and deaths in the U.S.,6987,https://github.com/nytimes/covid-19-data,['covid-19']
2,COVID-19,covid19india,covid19india-react,Tracking the impact of COVID-19 in India,6874,https://github.com/covid19india/covid19india-react,"['visualization', 'tracker', 'analytics', 'coronavirus', 'covid-19', 'covid19', 'covid19-india']"
3,COVID-19,Tokyo-Metro-Gov,covid19,東京都 新型コロナウイルス感染症対策サイト / Tokyo COVID-19 Task Force website,6286,https://github.com/Tokyo-Metro-Gov/covid19,['covid-19']
4,COVID-19,owid,covid-19-data,"Data on COVID-19 (coronavirus) cases, deaths, hospitalizations, tests • All countries • Updated daily by Our World in Data",5615,https://github.com/owid/covid-19-data,"['coronavirus', 'covid-19', 'covid', 'sars-cov-2']"
5,COVID-19,pcm-dpc,COVID-19,COVID-19 Italia - Monitoraggio situazione,3891,https://github.com/pcm-dpc/COVID-19,"['gov', 'pcm', 'dpc', 'covid-19']"
6,COVID-19,ieee8023,covid-chestxray-dataset,We are building an open database of COVID-19 cases with chest X-ray or CT images.,2951,https://github.com/ieee8023/covid-chestxray-dataset,"['computer-vision', 'deep-learning', 'dataset', 'xray', 'computed-tomography', 'covid-19']"
7,COVID-19,geohot,corona,Reverse engineering SARS-CoV-2,2454,https://github.com/geohot/corona,['covid-19']
8,COVID-19,disease-sh,API,API for Current cases and more stuff about COVID-19 and Influenza,2444,https://github.com/disease-sh/API,"['api', 'redis', 'discord', 'discord-server', 'corona', 'postman', 'disease', 'cdc', 'hacktoberfest', 'coronavirus', 'coronavirus-tracking', 'covid-19', 'covid', 'covid19', 'hacktoberfest2021', 'hacktoberfest2022']"
9,COVID-19,WorldHealthOrganization,app,COVID-19 App,2130,https://github.com/WorldHealthOrganization/app,"['dart', 'firebase', 'epidemiology', 'appengine-java', 'flutter', 'coronavirus', 'covid-19']"
10,COVID-19,corona-warn-app,cwa-server,Backend implementation for the Apple/Google exposure notification API.,1896,https://github.com/corona-warn-app/cwa-server,"['corona', 'coronavirus', 'covid-19', 'covid19', 'cwa-server']"
11,COVID-19,ahmadawais,corona-cli,"🦠 Track the Coronavirus disease (COVID-19) in the command line. Worldwide for all countries, for one country, and the US States. Fast response time (< 100ms). To chat: https://twitter.com/MrAhmadAwais/",1852,https://github.com/ahmadawais/corona-cli,"['visualization', 'corona', 'coronavirus', 'coronavirus-tracking', 'coronavirus-real-time', 'coronavirus-info', 'coronavirus-analysis', 'covid-19']"
12,COVID-19,github,covid19-dashboard,"A site that displays up to date COVID-19 stats, powered by fastpages.",1640,https://github.com/github/covid19-dashboard,"['python', 'github-pages', 'data-science', 'jupyter', 'analytics', 'nteract', 'data-visualisation', 'matplotlib', 'pymc3', 'fastai', 'altair', 'papermill', 'github-actions', 'covid-19', 'covid19', 'covid-data', 'fastpages']"
13,COVID-19,ExpDev07,coronavirus-tracker-api,"🦠 A simple and fast (< 200ms) API for tracking the global coronavirus (COVID-19, SARS-CoV-2) outbreak. It's written in python using the 🔥 FastAPI framework. Supports multiple sources!",1601,https://github.com/ExpDev07/coronavirus-tracker-api,"['python', 'heroku', 'api', 'json-api', 'rest-api', 'python3', 'pip', 'webapp', 'pipenv', 'deaths', 'fastapi', 'ncov', 'coronavirus', 'coronavirus-real-time', 'recoveries', 'coronavirus-tracker', 'covid-19', 'covid19', 'covid-api']"
14,COVID-19,cirosantilli,china-dictatorship,"反中共政治宣传库。Anti Chinese government propaganda. 住在中国真名用户的网友请别给星星，不然你要被警察请喝茶。常见问答集，新闻集和饭店和音乐建议。卐习万岁卐。冠状病毒审查郝海东新疆改造中心六四事件法轮功 996.ICU709大抓捕巴拿马文件邓家贵低端人口西藏骚乱。Friends who live in China and have real name on account, please don't star this repo, or else the police might pay you a visit. Home to the mega-FAQ, news compilation, restaurant and music recommen…",1591,https://github.com/cirosantilli/china-dictatorship,"['socks5', 'shadowsocks', 'censorship-circumvention', 'china', 'censorship', 'gfw', 'great-firewall', 'human-rights', 'dictator', 'tiananmen', 'xinjiang', '996', 'chinese-communist-party', 'covid-19', 'dictatorship', 'totalitarian', 'xi-jinping', 'falun-gong', 'china-dictatorship', 'covid-19-china']"
15,COVID-19,soroushchehresa,awesome-coronavirus,🦠 Huge collection of useful projects and resources for COVID-19 (2019 novel Coronavirus),1546,https://github.com/soroushchehresa/awesome-coronavirus,"['awesome', 'corona', 'awesome-list', 'epidemiology', '2019-ncov', '2019ncov', 'coronavirus', 'coronavirus-info', 'covid-19', 'covid19', 'sars-cov-2', 'covid19-data', 'awesome-corona', 'awesome-coronavirus']"
16,COVID-19,mhdhejazi,CoronaTracker,Coronavirus tracker app for iOS & macOS with maps & charts,1539,https://github.com/mhdhejazi/CoronaTracker,"['swift', 'ios', 'ios-app', 'macos-app', 'coronavirus', 'coronavirus-tracking', 'coronavirus-tracker', 'covid-19']"
17,COVID-19,chandrikadeb7,Face-Mask-Detection,Face Mask Detection system based on computer vision and deep learning using OpenCV and Tensorflow/Keras,1484,https://github.com/chandrikadeb7/Face-Mask-Detection,"['python', 'machine-learning', 'caffe', 'computer-vision', 'deep-learning', 'keras', 'python3', 'python-3', 'hacktoberfest', 'keras-tensorflow', 'bing-search', 'face-mask', 'ssd-mobilenet', 'mobilenetv2', 'covid-19', 'facemaskdetect', 'mask-detection', 'face-mask-detection', 'mask-detection-system', 'facemask-detection']"
18,COVID-19,chrismattmann,tika-python,Tika-Python is a Python binding to the Apache Tika™ REST services allowing Tika to be called natively in the Python community.,1369,https://github.com/chrismattmann/tika-python,"['python', 'nlp', 'parse', 'recognition', 'buffer', 'detection', 'extraction', 'text-extraction', 'mime', 'text-recognition', 'nlp-library', 'memex', 'usc', 'nlp-machine-learning', 'translation-interface', 'tika-server', 'tika-python', 'tika-server-jar', 'parser-interface', 'covid-19']"
19,COVID-19,neherlab,covid19_scenarios,Models of COVID-19 outbreak trajectories and hospital demand,1367,https://github.com/neherlab/covid19_scenarios,"['open-source', 'science', 'data', 'opensource', 'research', 'simulation', 'model', 'population', 'hospital', 'modelling', 'outbreak', 'ventilator', 'ncov', 'coronavirus', 'covid-19', 'covid', 'sars-cov-2', 'neherlab']"
0,C++,CyC2018,CS-Notes,📚 技术面试必备基础知识、Leetcode、计算机操作系统、计算机网络、系统设计,169505,https://github.com/CyC2018/CS-Notes,"['python', 'java', 'computer-science', 'algorithm', 'leetcode', 'cpp', 'interview', 'system-design']"
1,C++,practical-tutorials,project-based-learning,Curated list of project-based tutorials,145364,https://github.com/practical-tutorials/project-based-learning,"['javascript', 'python', 'golang', 'tutorial', 'cpp', 'beginner-project', 'project', 'webdevelopment']"
2,C++,azl397985856,leetcode,LeetCode Solutions: A Record of My Problem Solving Journey.( leetcode题解，记录自己的leetcode解题之路。),53071,https://github.com/azl397985856/leetcode,"['javascript', 'python', 'java', 'computer-science', 'tree', 'algorithm', 'algorithms', 'leetcode', 'cpp', 'interview', 'algo', 'data-structures', 'leetcode-solutions', 'algorithms-datastructures']"
3,C++,fffaraz,awesome-cpp,"A curated list of awesome C++ (or C) frameworks, libraries, resources, and shiny things. Inspired by awesome-... stuff.",52416,https://github.com/fffaraz/awesome-cpp,"['c', 'lists', 'c-plus-plus', 'list', 'awesome', 'cpp', 'libraries', 'resources', 'awesome-list', 'cppcon', 'cpp-library', 'programming-tutorial']"
4,C++,youngyangyang04,leetcode-master,《代码随想录》LeetCode 刷题攻略：200道经典题目刷题顺序，共60w字的详细图解，视频难点剖析，50余张思维导图，支持C++，Java，Python，Go，JavaScript等多语言版本，从此算法学习不再迷茫！🔥🔥 来看看，你会发现相见恨晚！🚀,44314,https://github.com/youngyangyang04/leetcode-master,"['javascript', 'python', 'java', 'go', 'algorithm', 'leetcode', 'cpp', 'interview', 'programmer', 'offer']"
5,C++,x64dbg,x64dbg,An open-source user mode debugger for Windows. Optimized for reverse engineering and malware analysis.,42319,https://github.com/x64dbg/x64dbg,"['windows', 'debugger', 'debugging', 'security', 'cpp', 'x64', 'x86-64', 'reverse-engineering', 'disassembler', 'hacking', 'x86', 'dynamic-analysis', 'ctf', 'malware-analysis', 'binary-analysis', 'program-analysis', 'hacktoberfest', 'security-tools', 'oscp', 'exploit-development']"
6,C++,Light-City,CPlusPlusThings,C++那些事,35046,https://github.com/Light-City/CPlusPlusThings,"['cplusplus', 'cpp', 'cpp14', 'cpp11']"
7,C++,yuzu-emu,yuzu,Nintendo Switch emulator,32646,https://github.com/yuzu-emu/yuzu,"['emulator', 'c-plus-plus', 'cpp', 'emulation', 'switch']"
8,C++,carbon-language,carbon-lang,"Carbon Language's main repository: documents, design, implementation, and related tools. (NOTE: Carbon Language is experimental; see README)",31761,https://github.com/carbon-language/carbon-lang,"['language', 'programming-language', 'experimental', 'compiler', 'cpp', 'experimental-language', 'carbon-lang']"
9,C++,huihut,interview,"📚 C/C++ 技术面试基础知识总结，包括语言、程序库、数据结构、算法、系统、网络、链接装载库等知识及面试经验、招聘、内推等信息。This repository is a summary of the basic knowledge of recruiting job seekers and beginners in the direction of C/C++ technology, including language, program library, data structure, algorithm, system, network, link loading library, interview experience, recruitment, recommendation…",31545,https://github.com/huihut/interview,"['c', 'algorithm', 'database', 'leetcode', 'cpp', 'stl', 'interview', 'operating-system', 'data-structures', 'interviews', 'interview-practice', 'interview-questions', 'interview-preparation']"
10,C++,CMU-Perceptual-Computing-Lab,openpose,"OpenPose: Real-time multi-person keypoint detection library for body, face, hands, and foot estimation",28994,https://github.com/CMU-Perceptual-Computing-Lab/openpose,"['opencv', 'machine-learning', 'real-time', 'caffe', 'computer-vision', 'deep-learning', 'cpp', 'face', 'keypoints', 'human-pose-estimation', 'pose-estimation', 'human-behavior-understanding', 'cvpr-2017', 'pose', 'openpose', 'human-pose', 'keypoint-detection', 'multi-person', 'hand-estimation', 'foot-estimation']"
11,C++,microsoft,calculator,Windows Calculator: A simple yet powerful calculator that ships with Windows,28281,https://github.com/microsoft/calculator,"['windows', 'xaml', 'csharp', 'cpp', 'uwp', 'windows-10', 'windows-11']"
12,C++,TheAlgorithms,C-Plus-Plus,"Collection of various algorithms in mathematics, machine learning, computer science and physics implemented in C++ for educational purposes.",27007,https://github.com/TheAlgorithms/C-Plus-Plus,"['search', 'computer-science', 'machine-learning', 'algorithm', 'algorithms', 'cpp', 'machine-learning-algorithms', 'mathematics', 'sort', 'data-structures', 'educational', 'algorithm-competitions', 'interview-questions', 'hacktoberfest', 'algorithms-implemented', 'interview-preparation', 'artificial-intelligence-algorithms', 'instructor-materials']"
13,C++,doocs,leetcode,🔥LeetCode solutions in any programming language | 多种编程语言实现 LeetCode、《剑指 Offer（第 2 版）》、《程序员面试金典（第 6 版）》题解,26624,https://github.com/doocs/leetcode,"['javascript', 'java', 'golang', 'csharp', 'algorithms', 'leetcode', 'cpp', 'python3']"
14,C++,changkun,modern-cpp-tutorial,📚 Modern C++ Tutorial: C++11/14/17/20 On the Fly | https://changkun.de/modern-cpp/,22478,https://github.com/changkun/modern-cpp-tutorial,"['cpp', 'modern-cpp', 'cpp14', 'cpp11', 'cpp17', 'cpp20', 'cpp-tutorial']"
15,C++,dragonflydb,dragonfly,A modern replacement for Redis and Memcached,21927,https://github.com/dragonflydb/dragonfly,"['redis', 'memcached', 'multi-threading', 'cpp', 'fibers', 'hacktoberfest']"
16,C++,ethereum,solidity,"Solidity, the Smart Contract Programming Language",21472,https://github.com/ethereum/solidity,"['language', 'programming-language', 'cpp', 'ethereum', 'blockchain', 'solidity', 'hacktoberfest', 'smartcontracts']"
17,C++,gabime,spdlog,Fast C++ logging library.,21066,https://github.com/gabime/spdlog,"['cpp', 'logging', 'cpp11', 'header-only', 'spdlog']"
18,C++,microsoft,vcpkg,"C++ Library Manager for Windows, Linux, and MacOS",20521,https://github.com/microsoft/vcpkg,"['c', 'windows', 'package-manager', 'visual-studio', 'cmake', 'packages', 'cplusplus', 'cpp', 'libraries', 'vcpkg']"
